source,symbol,company,isin,industry,desc,announced_at,attachment_text,pdf_url,is_order_win,order_value_inr,counterparty_type
NSE-equities,BHEL,Bharat Heavy Electricals Limited,INE257A01018,Electrical Equipment,Agreements,2025-03-25 17:32:22,Bharat Heavy Electricals Limited has informed the Exchange about Agreements,https://nsearchives.nseindia.com/corporate/BHELCC_25032025173008_InforrmationforStock.pdf,False,,unclear
NSE-equities,SHALBY,Shalby Limited,INE597J01018,,Rescission/termination(s),2025-03-25 17:20:49,"Shalby Limited has informed the Exchange about termination of Franchise Agreement, Ranchi",https://nsearchives.nseindia.com/corporate/SHALBYLTD_25032025171338_111TerminationFranchiseAgreementRanchi.pdf,False,,unclear
NSE-equities,IRFC,Indian Railway Finance Corporation Limited,INE053F07520,-,Agreements,2025-03-25 17:08:38,Indian Railway Finance Corporation Limited has informed the Exchange about Agreements,https://nsearchives.nseindia.com/corporate/IRFC_25032025170817_Intimationof_LoanAgreement_NTPCREL.pdf,False,,unclear
NSE-equities,NCC,NCC Limited,INE868B01028,Construction,Bagging/Receiving of orders/contracts,2025-03-25 17:05:59,NCC Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/NCC_25032025170534_Reg_30_25032025.pdf,True,,unclear
NSE-equities,BANSALWIRE,Bansal Wire Industries Limited,INE0B9K01025,,General Updates,2025-03-25 13:36:48,"Bansal Wire Industries Limited has informed the Exchange regarding signing of Memorandum of Understanding under Production linked Scheme 1.1 for Specialty Steel with Ministry of Steel, Government of India.",https://nsearchives.nseindia.com/corporate/BANSALWIRE_25032025133626_Intimation_under_Regulation_30_PLI_Scheme_MOU.pdf,False,,govt
NSE-equities,KPIGREEN,KPI Green Energy Limited,INE542W01017,,Updates,2025-03-25 13:13:41,KPI Green Energy Limited has informed the Exchange regarding 'receipt of Letters of Award for the development of solar power projects with a total capacity of 13.80 MW under our CPP business segment of the Company. Disclosure is attached herewith.'.,https://nsearchives.nseindia.com/corporate/KPIGLOBAL_25032025131223_33_KPI_CPP_13_8MW_25032025_signed.pdf,True,,unclear
NSE-equities,HEXT,Hexaware Technologies Limited,INE093A01041,,Press Release,2025-03-25 12:34:45,"Hexaware Technologies Limited has informed the Exchange regarding a press release dated March 25, 2025, titled ""Hexaware Clinches ETNow Best Organisations for Women Award for Third Consecutive Year in 2025."".",https://nsearchives.nseindia.com/corporate/HEXAWARETECH_25032025123434_Press_Release.pdf,False,,unclear
NSE-equities,NBCC,NBCC (India) Limited,INE095N01015,Construction,Updates,2025-03-25 11:49:46,"NBCC (India) Limited has informed the Exchange regarding 'Intimation of work order received by NBCC in normal course of business, amounting Rs. 658.43 Crore (Approx.)'.",https://nsearchives.nseindia.com/corporate/NBCC_25032025114930_Intimationofworkorder25032025.pdf,True,6584300000.0,unclear
NSE-equities,NILAINFRA,Nila Infrastructures Limited,INE937C01029,,Bagging/Receiving of orders/contracts,2025-03-25 11:38:57,Nila Infrastructures Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/NILAINFRA_25032025113756_530377WorkOrderIntimation25032025.pdf,True,,unclear
NSE-equities,BAJEL,Bajel Projects Limited,INE0KQN01018,,Bagging/Receiving of orders/contracts,2025-03-25 11:03:18,Bajel Projects Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/BAJEL_25032025110035_IntimationunderReg30OrderMPPTCL_Signed.pdf,True,,unclear
NSE-equities,DEVIT,Dev Information Technology Limited,INE060X01018,,General Updates,2025-03-25 10:54:15,"Dev Information Technology Limited has informed the Exchange - ""DEV IT secures order from National Informatics Centre (NIC), worth &#8377; 86 Lakhs""",https://nsearchives.nseindia.com/corporate/DEVIT_25032025105401_intimationNIC.pdf,True,8600000.0,govt
NSE-equities,KPIL,Kalpataru Projects International Limited,INE220B01022,,Press Release,2025-03-25 10:52:01,"Kalpataru Projects International Limited has informed the Exchange regarding a press release dated March 25, 2025, titled ""KPIL AWARDED NEW ORDERS OF Rs. 2,366 CRORES"".",https://nsearchives.nseindia.com/corporate/KALPATPOWR_25032025105043_SEIntimationPR25032025.pdf,True,23660000000.0,unclear
NSE-equities,ENGINERSIN,Engineers India Limited,INE510A01010,Engineering,Bagging/Receiving of orders/contracts,2025-03-25 08:54:16,Engineers India Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/ENGINERSIN_25032025085401_receiptoforder25032025.pdf,True,,unclear
NSE-equities,CCCL,Consolidated Construction Consortium Limited,INE429I01024,Construction,Agreements,2025-03-24 20:16:38,Consolidated Construction Consortium Limited has informed the Exchange about Agreements,https://nsearchives.nseindia.com/corporate/CCCL_24032025201627_SSA_Disclosure_-240325.pdf,False,,unclear
NSE-equities,ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,,Amalgamation/Merger,2025-03-24 19:39:38,"Aditya Birla Capital Limited has informed the Exchange about the Final Order dated March 24, 2025 passed by the Hon ble National Company Law Tribunal, Ahmedabad Bench, sanctioning the scheme of amalgamation of Aditya Birla Finance Limited with the Company.",https://nsearchives.nseindia.com/corporate/rsrai_24032025193828_ABCL_NCLTfinalorder_StockExchangesigned.pdf,False,,unclear
NSE-equities,SYNGENE,Syngene International Limited,INE398R01022,,Updates,2025-03-24 19:26:50,"Syngene International Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   Receipt of order from Income Tax Department'.",https://nsearchives.nseindia.com/corporate/SYNGENE3_24032025192543_Reg30_Disclosure_24022025_sd.pdf,False,,govt
NSE-equities,JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,,Agreements,2025-03-24 19:02:09,"Jupiter Life Line Hospitals Limited ( JLHL/Company ) and Jupiter Hospitals Projects Private Limited ( JHPPL ), material subsidiary of Company, has entered into loan agreement ( Agreement ) with HDFC Bank Limited.",https://nsearchives.nseindia.com/corporate/JUPITER2023_24032025190146_Reg_30_Execution_of_Loan_Agreement.pdf,False,,private
NSE-equities,JKCEMENT,JK Cement Limited,INE823G01014,Cement And Cement Products,General Updates,2025-03-24 18:34:54,"JK Cement Limited has informed the Exchange about General Updates- Notice to Secured and Unsecured Creditors of JKCL for inviting their Objection, if any, for proposed Amalgamation of Toshali Cements Pvt Ltd. with J.K.Cement Ltd.",https://nsearchives.nseindia.com/corporate/JKCEMENT_24032025183215_JKCLNoticetoBSENSE24032025Signed.pdf,False,,unclear
NSE-equities,RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,Construction,Awarding of order(s)/contract(s),2025-03-24 18:20:14,R.P.P. Infra Projects Limited has informed the Exchange about Awarding of order(s)/contract(s),https://nsearchives.nseindia.com/corporate/RPPINFRA_24032025182004_Intimationofworkordersigned.pdf,True,,unclear
NSE-equities,ADROITINFO,Adroit Infotech Limited,INE737B01033,,Press Release,2025-03-24 18:13:46,"Adroit Infotech Limited has informed the Exchange regarding a press release dated March 24, 2025, titled ""VERSO ALTIMA INDIA PVT LIMITED (Subsidiary of Adroit Infotech Limited) bags order worth approx. Rs.3.00 Crores from POSTNORD GROUP AB for SAP CM SUPPORT AND DEVELOPMENT "".",https://nsearchives.nseindia.com/corporate/ADROITINFO_24032025181338_DisclosureIntimationReg30PressRelease24032025.pdf,True,30000000.0,private
NSE-equities,ADROITINFO,Adroit Infotech Limited,INE737B01033,,Press Release,2025-03-24 18:07:59,"Adroit Infotech Limited has informed the Exchange regarding a press release dated March 24, 2025, titled """"VERSO ALTIMA INDIA PVT LIMITED (Subsidiary of Adroit Infotech Limited) bags order worth approx. Rs.3.00 Crores from POSTNORD GROUP AB for SAP CM SUPPORT AND DEVELOPMENT "".",https://nsearchives.nseindia.com/corporate/ADROITINFO_24032025180744_DisclosureIntimationReg30PressRelease24032025.pdf,True,30000000.0,private
NSE-equities,SEAMECLTD,Seamec Limited,INE497B01018,Shipping,Memorandum of Understanding/Agreements,2025-03-24 18:06:17,Seamec Limited has informed the Exchange about Addendum with Asian Energy Services Limited for extension of Charter Hire of SEAMEC III,https://nsearchives.nseindia.com/corporate/SEAMECLTD_24032025180600_BSENSEAddendumforExtensionAsian24032025.pdf,False,,private
NSE-equities,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,,Press Release,2025-03-24 17:26:09,"Garden Reach Shipbuilders & Engineers Limited has informed the Exchange regarding a press release dated March 24, 2025, titled ""GRSE signed Contract for Construction and Delivery of 7th and 8th 7,500 DWT Multi-Purpose Vessels (MPV) "".",https://nsearchives.nseindia.com/corporate/GRSE_24032025172551_Corp_Ann_Contract_for_7th_and_8th_MPV_and_Press_Release_Reg_30.pdf,True,,unclear
NSE-equities,SEAMECLTD,Seamec Limited,INE497B01018,Shipping,Memorandum of Understanding/Agreements,2025-03-24 16:57:01,Seamec Limited has informed the Exchange about Subcontract Agreement between SEAMEC and Posh India Offshore Private Limited,https://nsearchives.nseindia.com/corporate/SEAMECLTD_24032025165643_BSENSEPoshSubcontractPRPVIII24032025.pdf,False,,private
NSE-equities,SEAMECLTD,Seamec Limited,INE497B01018,Shipping,Bagging/Receiving of orders/contracts,2025-03-24 16:48:44,Seamec Limited has informed the Exchange Letter of Award from L&T for consortium of SEAMEC and POSH,https://nsearchives.nseindia.com/corporate/SEAMECLTD_24032025164747_BSENSELOAconsortiumPOSHSEAMECPRPVIII24032025.pdf,True,,private
NSE-equities,AWFIS,Awfis Space Solutions Limited,INE108V01019,,Agreements,2025-03-24 16:34:01,Awfis Space Solutions Limited has informed the Exchange about Agreements i.e. the Company has revised its existing credit facility arrangement with Kotak Mahindra Bank Limited,https://nsearchives.nseindia.com/corporate/AWFIS2014_24032025163333_Kotak.pdf,False,,private
NSE-equities,TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software,Updates,2025-03-24 15:59:58,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-24-year-old Taiwanese Student wins the title of `World's Best Coder' at TCS CodeVita 2025'.,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_24032025155546_PR_24Mar25_signed.pdf,False,,unclear
NSE-equities,ABDL,Allied Blenders and Distillers Limited,INE552Z01027,,Press Release,2025-03-24 14:30:26,Press Release  Allied Blenders and Distillers Limited (ABDL) wins Silver at Global LACP Vision Awards 2023-24 Annual Report Competition,https://nsearchives.nseindia.com/corporate/ABDINDIA_24032025142951_SE_Intimation_press_release-merged_sd.pdf,False,,unclear
NSE-equities,BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022,,News Verification,2025-03-24 14:08:39,"News about BOROSIL RENEWABLES LIMITED. The media had reports that Borosil Renewables set to invest Rs 900 cr to boost solar glass mfg capacity to 10 GW by 2026. The Exchange, in order to verify the accuracy or otherwise of the information reported in the media and to inform the market place so that the interest of the investors is safeguarded, had written to the company. BOROSIL RENEWABLES LIMITED has vide its letter inter-alia stated,",-,False,,unclear
NSE-equities,DIACABS,Diamond Power Infrastructure Limited,INE989C01020,,Awarding of order(s)/contract(s),2025-03-24 13:01:10,Diamond Power Infrastructure Limited has informed the Exchange about Awarding of order(s)/contract(s),https://nsearchives.nseindia.com/corporate/DIACABS_24032025130029_Regulation_30-Receipt_of_Letter_of_Intent.pdf,True,,unclear
NSE-equities,HECPROJECT,HEC Infra Projects Limited,INE558R01013,,Awarding of order(s)/contract(s),2025-03-24 13:00:41,HEC Infra Projects Limited has informed the Exchange about Awarding of order(s)/contract(s),https://nsearchives.nseindia.com/corporate/HECPROJECT_24032025130018_woamc.pdf,True,,unclear
NSE-equities,JKIL,J.Kumar Infraprojects Limited,INE576I01014,Construction,Awarding of order(s)/contract(s),2025-03-24 12:02:50,"J. Kumar Infraprojects Limited has informed the Exchange that the Company is in receipt of ""Letter of Acceptance"" from M/s. City and Industrial Development Corporation of Maharashtra (""CIDCO"") Limited for the project: ""Design and Construction of Coastal Road from Jalmarg Sector-16, Kharghar to PMAY Housing scheme near Kharghar Railway Station and Pedestrian Underpass near Delhi Public School Nerul, Navi Mumbai"" for the total contract value amounting to Rs. 10,20,70,21,000 (Rupees One Thousand Twenty Crore Seventy Lakh Twenty- One Thousand Only) and is exclusive of GST.",https://nsearchives.nseindia.com/corporate/JKInfra_24032025120215_JKILSELETTER.pdf,True,10207021000.0,govt
NSE-equities,SBC,SBC Exports Limited,INE04AK01010,,Bagging/Receiving of orders/contracts,2025-03-24 11:12:29,SBC Exports Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/SBC_24032025111216_Inti.pdf,True,,unclear
NSE-equities,STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,,General Updates,2025-03-24 10:22:52,Star Health and Allied Insurance Company Limited has informed the Exchange about General Update on GST order.,https://nsearchives.nseindia.com/corporate/STARHEALTH_24032025102117_Disclosure22032025.pdf,False,,govt
NSE-equities,RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,,Bagging/Receiving of orders/contracts,2025-03-23 19:12:42,Railtel Corporation Of India Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/RAILTEL_23032025191225_New_Order_Received_23032025.pdf,True,,unclear
NSE-equities,STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01013,,Updates,2025-03-01 17:25:38,"STEEL EXCHANGE INDIA LIMITED has informed the Exchange regarding 'Certificate of payment of Interest to Secured NCD Holders on 28th February, 2025 which was due on 28th February, 2025'.",https://nsearchives.nseindia.com/corporate/STEELXIND_01032025171744_Intimation_Regulation_57_1__of_LODR_Feb.pdf,False,,unclear
NSE-equities,SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,Electronics - Industrial,Awarding of order(s)/contract(s),2025-03-01 14:08:54,Shakti Pumps (India) Limited has informed the Exchange that the Shakti Pumps (India) Limited has received Letter of Award from Maharashtra Energy Department Agency (MEDA) for 877 Solar Photovoltaic Water Pumping System (SPWPS) at various locations across the State of Maharashtra under Component-B of PM-KUSUM scheme. The total amount of the work order is for around Rs. 23.91 Crores (inclusive of GST).,https://nsearchives.nseindia.com/corporate/SHAKTIPUMP_01032025140607_IntimationofAwardofOrderfromMaharashtra.pdf,True,239100000.0,govt
NSE-equities,EKC,Everest Kanto Cylinder Limited,INE184H01027,Gas,General Updates,2025-03-01 14:02:13,"Everest Kanto Cylinder Limited has informed the Exchange about Order received from Deputy Commissioner GST, Lucknow",https://nsearchives.nseindia.com/corporate/EKC_01032025140151_EKCLIntimationREG30GSTOrderLakhnow.pdf,False,,unclear
NSE-equities,LICI,Life Insurance Corporation Of India,INE0J1Y01017,,Updates,2025-03-01 12:12:09,"'This is to inform that the Life Insurance Corporation of India has received communication/ demand order for Goods & Service Tax, Interest and penalty for Tamil Nadu State'.",https://nsearchives.nseindia.com/corporate/LIC_BOARD_01032025121014_GST_Penalty_TN.pdf,False,,unclear
NSE-sme,PRESSTONIC,Presstonic Engineering Limited,,,Updates,2025-03-31 17:40:31,Presstonic Engineering Limited has informed the Exchange regarding 'The Company has received a Purchase Order from BEML Limited'.,https://nsearchives.nseindia.com/corporate/PRESSTONIC_31032025173838_IntimationLetterPO31032025.pdf,True,,govt
NSE-sme,PRANIK,Pranik Logistics Limited,,,Bagging/Receiving of orders/contracts,2025-03-31 17:33:48,Pranik Logistics Limited has informed the Exchange about Bagging/Receiving of orders/contracts.,https://nsearchives.nseindia.com/corporate/PRANIK_31032025173224_Intimation_of_Tender.pdf,True,,unclear
NSE-sme,SSEGL,Sathlokhar Synergys E&C Global Limited,,,Bagging/Receiving of orders/contracts,2025-03-31 13:06:01,Sathlokhar Synergys E&C Global Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/SATHLOKHAR_31032025130543_IntimationunderRegulation30.pdf,True,,unclear
NSE-sme,WINSOL,Winsol Engineers Limited,,,Bagging/Receiving of orders/contracts,2025-03-29 18:17:34,Winsol Engineers Limited has informed the Exchange about Bagging/Receiving of orders/contracts from Adani Green Energy Limited.,https://nsearchives.nseindia.com/corporate/WINSOL_29032025181718_Reg_30_WorkOrdersd.pdf,True,,private
NSE-sme,KODYTECH,Kody Technolab Limited,,,Agreements,2025-03-29 15:56:44,Kody Technolab Limited has informed the Exchange about Agreements,https://nsearchives.nseindia.com/corporate/KODY_29032025155629_NSE_Intimation.pdf,False,,unclear
NSE-sme,KODYTECH,Kody Technolab Limited,,,Outcome of Board Meeting,2025-03-29 15:50:55,"Outcome and Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Entering into Joint Venture Agreement",https://nsearchives.nseindia.com/corporate/KODY_29032025154955_NSE_Intimation.pdf,False,,unclear
NSE-sme,SADHAV,Sadhav Shipping Limited,,,General Updates,2025-03-28 21:00:22,"Sadhav Shipping Limited has informed the Exchange about the Commencement and Signing of Contract for vessel AHTS Aditri at Lagos , Nigeria on 28th March, 2025.",https://nsearchives.nseindia.com/corporate/SADHAV_28032025205627_Reg30IntimationofvessellaunchAditriMarch2025.pdf,True,,unclear
NSE-sme,UNIHEALTH,Unihealth Hospitals Limited,,,Updates,2025-03-28 16:14:33,"Unihealth Hospitals Limited has informed the Exchange regarding ' Victoria Hospital Limited, Joint Venture of the Company in Uganda has entered into the MOU with the Government of Uganda through the Ministry of Finance, Planning and Economic Development for Corporate Income Tax Holiday for a period of Ten Years wherein the Ministry of Finance, Planning and Economic Development, Goverment of Uganda, shall pay, on behalf of Victoria Hospital Limited, the tax due on the income of Victoria Hospital Limited.'.",https://nsearchives.nseindia.com/corporate/UNIHEALTH_28032025161423_Reg30_Signed.pdf,False,,unclear
NSE-sme,KCEIL,Kay Cee Energy & Infra Limited,,,Bagging/Receiving of orders/contracts,2025-03-28 13:42:57,Kay Cee Energy & Infra Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/KAYCEE_28032025134243_Letter_of_Award_signed.pdf,True,,unclear
NSE-sme,DELTIC,Delta Autocorp Limited,,,Agreements,2025-03-28 12:39:10,Delta Autocorp Limited has informed the Exchange about Agreements-Collaboration Agreement/ Strategic Partnership Agreement with RAPIDO,https://nsearchives.nseindia.com/corporate/DELTIC_28032025123822_Press_release-_Rapido.pdf,False,,unclear
NSE-sme,ABSMARINE,ABS Marine Services Limited,,,Bagging/Receiving of orders/contracts,2025-03-27 19:07:26,ABS Marine Services Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/ABSMARINE_27032025190033_IntimationtoNSEforawardofcontract.pdf,True,,unclear
NSE-sme,PRESSTONIC,Presstonic Engineering Limited,,,Updates,2025-03-27 19:05:20,Presstonic Engineering Limited has informed the Exchange regarding 'The Company has received a Purchase Order from Integral Coach Factory'.,https://nsearchives.nseindia.com/corporate/PRESSTONIC_27032025190318_IntimationLetterPO27032025.pdf,True,,govt
NSE-sme,GRAPHISAD,Graphisads Limited,,,Updates,2025-03-27 12:34:26,Graphisads Limited has informed the Exchange regarding 'Intimation of Work Awarded'.,https://nsearchives.nseindia.com/corporate/GRAPHISADS_27032025123235_Annocument.pdf,True,,unclear
NSE-sme,ARISTO,Aristo Bio-Tech And Lifescience Limited,,,Bagging/Receiving of orders/contracts,2025-03-27 12:29:23,Aristo Bio-Tech And Lifescience Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/ARISTO_27032025122906_Regulation_30_NFL.pdf,True,,unclear
NSE-sme,UHTL,United Heat Transfer Limited,,,Agreements,2025-03-26 19:29:22,United Heat Transfer Limited has informed the Exchange about Agreements,https://nsearchives.nseindia.com/corporate/UNITEDHEAT_26032025192810_UHTL-_Agreement.pdf,False,,unclear
NSE-sme,ELGNZ,Eleganz Interiors Limited,,,Bagging/Receiving of orders/contracts,2025-03-26 19:04:41,Eleganz Interiors Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/ELEGANZ_26032025190410_Disc_ur_30_Contractt.pdf,True,,unclear
NSE-sme,SARTELE,Sar Televenture Limited,,,Reply to Clarification Sought,2025-03-26 17:20:34,"SARTELE: The Exchange had sought clarification from Sar Televenture Limited with respect to announcement dated 07-Aug-2024, regarding Board meeting held on August 07, 2024 for appointment of Directors. On basis of above the Company was required to clarify following: 1. Affirmation that the Director being appointed is not debarred from holding the office of director by virtue of any SEBI order or any other such authority. The response of the Company is attached.",https://nsearchives.nseindia.com/corporate/renukap_26032025171806_ReplyNSE25032025.pdf,False,,unclear
NSE-sme,WINSOL,Winsol Engineers Limited,,,Awarding of order(s)/contract(s),2025-03-26 17:12:14,Winsol Engineers Limited has informed the Exchange about Awarding of order(s)/contract(s),https://nsearchives.nseindia.com/corporate/WINSOL_26032025171130_Reg_30_Work_Order.pdf,True,,unclear
NSE-sme,KHFM,Khfm Hospitality And Facility Management Services Limited,,,Press Release,2025-03-26 13:42:10,"Khfm Hospitality And Facility Management Services Limited has informed the Exchange regarding a press release dated March 26, 2025, titled ""Intimation relating to receipt of order"".",https://nsearchives.nseindia.com/corporate/KHFM_26032025134051_Intimation_relating_to_receipt_of_order.pdf,True,,unclear
NSE-sme,MASON,Mason Infratech Limited,,,Bagging/Receiving of orders/contracts,2025-03-25 18:51:10,Mason Infratech Limited has informed the Exchange about Receiving of orders/contracts from Vinayak Developers.,https://nsearchives.nseindia.com/corporate/MASON_25032025185056_Reg30.pdf,True,,private
NSE-sme,OMFURN,Omfurn India Limited,,,Bagging/Receiving of orders/contracts,2025-03-25 15:20:33,Omfurn India Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/OMFURN_25032025151954_LTMetalDoorOrderIntimation.pdf,True,,unclear
NSE-sme,SUPREMEPWR,Supreme Power Equipment Limited,,,Bagging/Receiving of orders/contracts,2025-03-25 14:15:46,Supreme Power Equipment Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/SPEL_25032025141530_Intimationbaggingoforder.pdf,True,,unclear
NSE-sme,SPCL,Shivalic Power Control Limited,,,Press Release,2025-03-25 09:48:08,"Shivalic Power Control Limited has informed the Exchange regarding a press release dated March 25, 2025, titled ""Purchase Order Shivalic Power Control Limited"".",https://nsearchives.nseindia.com/corporate/SHIVALIC_25032025094605_Order_Intimation_for_NSE-24_MAR-_bharti_hexacom.pdf,True,,unclear
NSE-sme,SRIVASAVI,Srivasavi Adhesive Tapes Limited,,,Awarding of order(s)/contract(s),2025-03-24 17:12:05,Srivasavi Adhesive Tapes Limited has informed the Exchange about Awarding of order(s)/contract(s),https://nsearchives.nseindia.com/corporate/SRIVASAVI_24032025171143_NSEIntimationOrder24032025sign.pdf,True,,unclear
NSE-sme,KRISHCA,Krishca Strapping Solutions Limited,,,Bagging/Receiving of orders/contracts,2025-03-24 16:10:51,Krishca Strapping Solutions Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/KSSLIPO_24032025161017_KSSLREG30Intimation24March2025.pdf,True,,unclear
NSE-sme,SARTELE,Sar Televenture Limited,,,Updates,2025-03-24 15:04:00,Sar Televenture Limited has informed the Exchange regarding ' 'Intimation of Tripartite Agreement'.'.,https://nsearchives.nseindia.com/corporate/SARTELEVENTURE2023_24032025150308_Intimation_Tripartite_Agreement_24032025.pdf,False,,unclear
NSE-sme,TROM,Trom Industries Limited,,,Bagging/Receiving of orders/contracts,2025-03-24 14:56:03,Trom Industries Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/TROM2024_24032025145550_NSE_Intimation.pdf,True,,unclear
NSE-sme,CHAMUNDA,Chamunda Electrical Limited,,,Awarding of order(s)/contract(s),2025-03-24 13:13:55,Chamunda Electrical Limited has informed the Exchange about Awarding of order(s)/contract(s),https://nsearchives.nseindia.com/corporate/CHAMUNDA_24032025131334_Announcement.pdf,True,,unclear
NSE-sme,CANARYS,Canarys Automations Limited,,,Awarding of order(s)/contract(s),2025-03-24 12:09:27,"CANARYS: Intimation regarding Major Order Secured by M/s. Canarys Automations Limited from M/s. Manali Consulting Pte Ltd., Singapore",https://nsearchives.nseindia.com/corporate/CANARYS_24032025120902_IntimationMajorOrderAwardedManaliConsultingPteLtdSingapore24032025.pdf,True,,private
NSE-sme,TUNWAL,Tunwal E-Motors Limited,,,Updates,2025-03-22 19:16:20,Tunwal E-Motors Limited has informed the Exchange regarding 'Rental Agreement'.,https://nsearchives.nseindia.com/corporate/TUNWAL2024_22032025191559_LeaseAgreement.pdf,False,,unclear
NSE-sme,SARTELE,Sar Televenture Limited,,,Clarification,2025-03-21 20:54:08,"SARTELE: The Exchange has sought clarification from Sar Televenture Limited with respect to announcement dated 07-Aug-2024, regarding Board meeting held on August 07, 2024 for appointment of Directors. On basis of above the Company is required to clarify following: 1. Affirmation that the Director being appointed is not debarred from holding the office of director by virtue of any SEBI order or any other such authority. The response of the Company is awaited.",https://nsearchives.nseindia.com/corporate/-,False,,unclear
NSE-sme,AILIMITED,Abhishek Integrations Limited,,,Updates,2025-03-21 19:54:29,"Abhishek Integrations Limited has informed the Exchange regarding 'In continuation to our previous intimation dated 24th February, 2025, this is to inform you that Abhishek Integrations Limited (AIL) has awarded the contract for the wok of ARMO of E& M installations of NITB at MBB Airport, Agartala. SH: Operation and Maintenance of 33KV & 11 KV substation equipments including DG sets having total contract value of Rs. 151.42 Lakhs'.",https://nsearchives.nseindia.com/corporate/INTEGRATIONS_21032025195404_Reg30_Work_Order_21032025.pdf,True,15142000.0,govt
NSE-sme,CANARYS,Canarys Automations Limited,,,Awarding of order(s)/contract(s),2025-03-21 12:51:28,Intimation regarding Major Order Secured by M/s. Canarys Automations Limited from M/s. Compviz Technologies Private Limited,https://nsearchives.nseindia.com/corporate/CANARYS_21032025124936_IntimationMajorOrderAwardedCompvizTechnologiesdt21032025.pdf,True,,private
NSE-sme,AILIMITED,Abhishek Integrations Limited,,,Updates,2025-03-20 21:59:54,"Abhishek Integrations Limited has informed the Exchange regarding 'In continuation to our previous intimation dated 28th February, 2025, this is to inform you thatAbhishek Integrations Limited (AIL) has awarded the contract for the wok of ARMO Works.SH:- Operation and Maintenance contract of Electrical & Mechanical installation at HubballiAirport, Hubballi for 2024-26 having total contract value of Rs. 231.96 Lakhs.'.",https://nsearchives.nseindia.com/corporate/INTEGRATIONS_20032025215942_Reg30_Work_Order_20032025.pdf,True,23196000.0,govt
NSE-sme,ENFUSE,Enfuse Solutions Limited,,,Updates,2025-03-20 18:49:04,Enfuse Solutions Limited has informed the Exchange regarding ''.Announcement of MSME Award Nomination,https://nsearchives.nseindia.com/corporate/ENFUSE_20032025184540_MSME_Awards_Nomination.pdf,False,,unclear
NSE-sme,VLINFRA,V.L.Infraprojects Limited,,,Press Release,2025-03-20 18:25:56,"V.L.Infraprojects Limited has informed the Exchange regarding a press release dated March 20, 2025, titled ""V.L. Infraprojects Secures &#8377;10.73 Cr Work Order in Ahmedabad"".",https://nsearchives.nseindia.com/corporate/VLINFRA_20032025182303_PressRelease.pdf,True,107300000.0,unclear
NSE-sme,MASTER,Master Components Limited,,,Bagging/Receiving of orders/contracts,2025-03-20 17:30:55,Master Components Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/MCL2023_20032025173010_MCL_Reporting_of_Orders_20032025_Sd.pdf,True,,unclear
NSE-sme,VLINFRA,V.L.Infraprojects Limited,,,Bagging/Receiving of orders/contracts,2025-03-20 11:03:07,V.L.Infraprojects Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/VLINFRA_20032025110246_WorkOrderIntimation.pdf,True,,unclear
